SubscriberCode,Gender,ElderlySubscriber,HasPartner,HasDependents,SubscriptionLengthMonths,HasPhoneService,HasMultipleLines,InternetServiceType,OnlineSecurityEnabled,OnlineBackupEnabled,DeviceProtectionEnabled,TechSupportEnabled,StreamingTVService,StreamingMoviesService,SubscriptionPlan,UsesPaperlessBilling,PaymentMethodUsed,MonthlyPaymentUGX,TotalPaymentUGX,DroppedService,District,MobileMoneySubscription,RuralSubscriber
9840-DVNDC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Card Payment,289800.0,1666980.0,Yes,Mbarara,Yes,Yes
1089-XZWHH,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,70920.0,1778580.0,No,Fort Portal,Yes,Yes
2325-WINES,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Card Payment,374580.0,12300660.0,No,Wakiso,Yes,No
6064-ZATLR,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,12 Months Contract,No,Bank Standing Order,190260.0,5395140.0,No,Mbarara,Yes,Yes
3096-JRDSO,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,375480.0,10323900.0,Yes,Mukono,Yes,No
7824-PANSQ,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Pay As You Go,No,Bank Standing Order,290340.0,17306460.0,No,Arua,Yes,Yes
8042-JVNFH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,256860.0,256860.0,Yes,Fort Portal,Yes,Yes
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Card Payment,88740.0,1696860.0,No,Mbarara,Yes,Yes
2888-ADFAO,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,76680.0,3750480.0,No,Jinja,Yes,Yes
8707-HOEDG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,396720.0,27683280.0,No,Mukono,Yes,No
3374-LXDEV,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Pay As You Go,No,Mobile Money,321840.0,4076460.0,Yes,Wakiso,Yes,No
4072-IPYLT,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,No,Card Payment,183780.0,6534000.0,No,Jinja,Yes,Yes
7167-PCEYD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,71280.0,4720680.0,Yes,Gulu,Yes,Yes
4936-YPJNK,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,71640.0,718020.0,No,Fort Portal,Yes,Yes
1580-BMCMR,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,314280.0,5894280.0,No,Jinja,Yes,Yes
4817-KEQSP,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,71460.0,4774860.0,No,Mbarara,No,Yes
6408-WHTEF,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Cash Payment at Agent,321840.0,22955580.0,No,Kampala,Yes,No
9251-AWQGT,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,72000.0,3369240.0,Yes,Wakiso,No,No
8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,72180.0,72180.0,Yes,Fort Portal,Yes,Yes
7989-VCQOH,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Pay As You Go,No,Mobile Money,299700.0,5800140.0,No,Fort Portal,No,Yes
5049-GLYVG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74160.0,74160.0,Yes,Fort Portal,No,Yes
4199-QHJNM,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,12 Months Contract,No,Bank Standing Order,370440.0,25162920.0,No,Fort Portal,No,Yes
8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,12 Months Contract,No,Cash Payment at Agent,140760.0,10006200.0,No,Mbarara,No,Yes
5883-GTGVD,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,359820.0,6954300.0,Yes,Gulu,Yes,Yes
5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Cash Payment at Agent,412200.0,29995020.0,No,Wakiso,No,No
2384-OVPSA,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,72720.0,2649240.0,No,Gulu,Yes,Yes
1371-WEPDS,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,6 Months Contract,No,Mobile Money,200880.0,8219880.0,No,Mbarara,Yes,Yes
3580-GICBM,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,87120.0,5202720.0,No,Mukono,No,No
4817-QRJSX,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Card Payment,291600.0,2944980.0,Yes,Fort Portal,No,Yes
9730-DRTMJ,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,6 Months Contract,Yes,Card Payment,262080.0,8398980.0,No,Fort Portal,No,Yes
4686-UXDML,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Card Payment,359460.0,7173180.0,No,Kampala,Yes,No
3349-ANQNH,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,358200.0,21204000.0,No,Arua,Yes,Yes
2398-YPMUR,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,252540.0,3300300.0,Yes,Wakiso,Yes,No
0932-YIXYU,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,72900.0,3707280.0,No,Kampala,Yes,No
7480-SPLEF,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,93600.0,6467580.0,No,Mbarara,Yes,Yes
7636-XUHWW,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Card Payment,71640.0,121320.0,Yes,Jinja,Yes,Yes
1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Bank Standing Order,68580.0,1634580.0,No,Mukono,No,No
5937-EORGB,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Pay As You Go,Yes,Mobile Money,347400.0,5012100.0,Yes,Gulu,No,Yes
6349-JDHQP,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,71460.0,3778560.0,No,Jinja,No,Yes
5539-HIVAK,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,92520.0,2644560.0,No,Mukono,Yes,No
5847-MXBEO,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,73080.0,1710360.0,No,Mbarara,No,Yes
9985-MWVIX,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,252540.0,252540.0,Yes,Fort Portal,No,Yes
4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Pay As You Go,Yes,Mobile Money,329580.0,5544180.0,No,Mbarara,Yes,Yes
1116-FRYVH,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,12 Months Contract,No,Cash Payment at Agent,141840.0,7123140.0,No,Jinja,No,Yes
1421-HCERK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Pay As You Go,Yes,Bank Standing Order,380520.0,11454480.0,No,Kampala,No,No
9633-XQABV,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,252900.0,826920.0,No,Arua,Yes,Yes
0716-BQNDX,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,12 Months Contract,No,Mobile Money,337500.0,20251980.0,No,Wakiso,Yes,No
1265-XTECC,Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6 Months Contract,Yes,Card Payment,347580.0,23694840.0,Yes,Kampala,Yes,No
1183-CANVH,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,6 Months Contract,No,Bank Standing Order,216000.0,4849740.0,No,Wakiso,No,No
1972-XMUWV,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,12 Months Contract,Yes,Card Payment,215280.0,13709520.0,No,Jinja,No,Yes
8679-LZBMD,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,326340.0,14306940.0,No,Kampala,No,No
3407-JMJQQ,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,392400.0,27582480.0,No,Kampala,Yes,No
6252-DFGTK,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,6 Months Contract,No,Card Payment,245160.0,8925300.0,No,Kampala,No,No
1539-LNKHM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,73440.0,959760.0,No,Fort Portal,No,Yes
8645-KOMJQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,295020.0,20165040.0,No,Jinja,Yes,Yes
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Pay As You Go,No,Mobile Money,217980.0,7137360.0,No,Gulu,No,Yes
9761-XUJWD,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Pay As You Go,Yes,Bank Standing Order,236160.0,1223640.0,Yes,Gulu,No,Yes
4057-FKCZK,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,12 Months Contract,No,Bank Standing Order,297000.0,17380980.0,No,Mbarara,Yes,Yes
4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,12 Months Contract,Yes,Bank Standing Order,296280.0,21529980.0,Yes,Arua,Yes,Yes
6087-YPWHO,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,12 Months Contract,No,Cash Payment at Agent,245340.0,17311320.0,No,Mukono,No,No
3090-QFUVD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Card Payment,73080.0,73080.0,No,Mbarara,Yes,Yes
2237-ZFSMY,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,6 Months Contract,Yes,Mobile Money,343980.0,13294260.0,Yes,Jinja,No,Yes
1722-LDZJS,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Card Payment,72720.0,3845340.0,No,Arua,Yes,Yes
1818-ESQMW,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Pay As You Go,Yes,Mobile Money,321120.0,8580960.0,No,Jinja,No,Yes
4871-JTKJF,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,250740.0,250740.0,Yes,Mbarara,Yes,Yes
1415-YFWLT,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,321480.0,321480.0,Yes,Jinja,No,Yes
7401-RUBNK,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,269280.0,5176980.0,No,Wakiso,Yes,No
0506-YLVKJ,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,72720.0,3302820.0,No,Wakiso,Yes,No
8661-BOYNW,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,303840.0,21947220.0,No,Mukono,Yes,No
6711-VTNRE,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Pay As You Go,Yes,Mobile Money,315180.0,11081160.0,Yes,Mbarara,Yes,Yes
4815-GBTCD,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,90540.0,359820.0,No,Mukono,Yes,No
2805-AUFQN,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,71280.0,1710720.0,No,Kampala,Yes,No
0980-PVMRC,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,183060.0,7331580.0,No,Wakiso,Yes,No
7233-DRTRF,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,368640.0,23198580.0,No,Mukono,Yes,No
3500-RMZLT,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Pay As You Go,Yes,Cash Payment at Agent,346680.0,5136300.0,Yes,Mbarara,Yes,Yes
3873-NFTGI,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Card Payment,199800.0,2763180.0,No,Wakiso,Yes,No
1162-ECVII,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,395100.0,28557000.0,Yes,Arua,Yes,Yes
7048-GXDAY,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,383040.0,14546340.0,No,Arua,Yes,Yes
8571-ZCMCX,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Card Payment,216000.0,9967140.0,Yes,Gulu,No,Yes
1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Pay As You Go,Yes,Card Payment,319680.0,6020460.0,Yes,Gulu,No,Yes
4548-SDBKE,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,306720.0,1709280.0,Yes,Arua,Yes,Yes
8066-POXGX,Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,126360.0,1605960.0,Yes,Gulu,Yes,Yes
7129-CAKJW,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,No,Bank Standing Order,288180.0,4844340.0,No,Wakiso,No,No
8695-ARGXZ,Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,271980.0,8731440.0,No,Jinja,Yes,Yes
3570-YUEKJ,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,178380.0,7480620.0,No,Mbarara,Yes,Yes
4143-OOBWZ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,292680.0,1498680.0,Yes,Mbarara,No,Yes
1555-HAPSU,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,86040.0,5988600.0,Yes,Arua,Yes,Yes
1697-NVVGY,Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Pay As You Go,No,Bank Standing Order,239040.0,4629780.0,Yes,Gulu,Yes,Yes
7854-EKTJL,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,70560.0,129060.0,Yes,Arua,No,Yes
8464-EETCQ,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,67680.0,3939660.0,No,Wakiso,Yes,No
2419-FSORS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,390240.0,27790200.0,No,Gulu,Yes,Yes
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Pay As You Go,Yes,Cash Payment at Agent,309420.0,1852560.0,No,Mbarara,No,Yes
9102-IAYHT,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,307620.0,5225760.0,No,Gulu,Yes,Yes
6754-LZUKA,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,12 Months Contract,No,Bank Standing Order,291240.0,17757000.0,No,Jinja,Yes,Yes
3422-LYEPQ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,255600.0,255600.0,Yes,Fort Portal,Yes,Yes
8099-MZPUJ,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Card Payment,402480.0,19597140.0,No,Mbarara,Yes,Yes
0787-LHDYT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Card Payment,74160.0,1188900.0,No,Wakiso,Yes,No
2642-DTVCO,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,306180.0,2687400.0,Yes,Gulu,Yes,Yes
0374-IOEGQ,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,160560.0,441720.0,No,Mbarara,Yes,Yes
4361-JEIVL,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,159840.0,159840.0,Yes,Fort Portal,Yes,Yes
3197-NNYNB,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12 Months Contract,No,Card Payment,378360.0,23874660.0,No,Jinja,Yes,Yes
3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,414540.0,29700000.0,Yes,Kampala,No,No
1752-OZXFY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,6 Months Contract,Yes,Cash Payment at Agent,215280.0,12820140.0,No,Wakiso,Yes,No
9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Mobile Money,94680.0,6348780.0,No,Mukono,Yes,No
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,253980.0,8708400.0,No,Mbarara,No,Yes
9867-NNXLC,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,72180.0,1692720.0,Yes,Mbarara,No,Yes
5321-NTRKC,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,12 Months Contract,No,Bank Standing Order,287460.0,18845820.0,No,Jinja,Yes,Yes
1363-TXLSL,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,253080.0,253080.0,Yes,Wakiso,No,No
9507-EXLTT,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Bank Standing Order,285660.0,285660.0,Yes,Mbarara,No,Yes
3161-GETRM,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Pay As You Go,Yes,Card Payment,324180.0,11149200.0,Yes,Gulu,No,Yes
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,88020.0,6152760.0,No,Kampala,Yes,No
6933-VLYFX,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,6 Months Contract,No,Mobile Money,215820.0,6655680.0,No,Gulu,Yes,Yes
6754-WKSHP,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Bank Standing Order,91260.0,2603880.0,No,Kampala,Yes,No
9846-GKXAS,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,326880.0,2915100.0,Yes,Gulu,No,Yes
6017-PPLPX,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,253620.0,5295420.0,Yes,Jinja,Yes,Yes
4976-LNFVV,Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Card Payment,123480.0,2077740.0,No,Mbarara,Yes,Yes
5055-MGMGF,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,378180.0,24893820.0,No,Kampala,No,No
4641-FROLU,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,69480.0,2170440.0,Yes,Arua,No,Yes
2862-JVEOY,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,68940.0,447840.0,No,Wakiso,Yes,No
2969-QWUBZ,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Pay As You Go,No,Mobile Money,185040.0,348480.0,Yes,Gulu,Yes,Yes
9822-BIIGN,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Pay As You Go,No,Mobile Money,258660.0,13780440.0,No,Fort Portal,Yes,Yes
2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,271440.0,1918980.0,No,Mukono,No,No
1534-OULXE,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,6 Months Contract,Yes,Bank Standing Order,178920.0,10661040.0,Yes,Gulu,No,Yes
7136-RVDTZ,Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,162900.0,11752020.0,Yes,Kampala,Yes,No
2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,283500.0,3583260.0,No,Jinja,No,Yes
1480-IVEVR,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,6 Months Contract,Yes,Bank Standing Order,293760.0,10134900.0,No,Mbarara,Yes,Yes
2905-KFQUV,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Card Payment,253440.0,557280.0,No,Jinja,No,Yes
4581-SSPWD,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,272880.0,886680.0,Yes,Mukono,No,No
3370-HXOPH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,273960.0,927360.0,Yes,Gulu,Yes,Yes
9391-YZEJW,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,338400.0,20725920.0,Yes,Arua,Yes,Yes
9958-MEKUC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,12 Months Contract,No,Card Payment,374220.0,27063720.0,No,Jinja,Yes,Yes
0281-CNTZX,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,71820.0,4445280.0,Yes,Gulu,No,Yes
6927-WTFIV,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Card Payment,256680.0,5001120.0,Yes,Mukono,Yes,No
4118-CEVPF,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,398880.0,13810680.0,No,Mukono,No,No
3398-ZOUAA,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,248760.0,5309100.0,Yes,Fort Portal,Yes,Yes
9114-VEPUF,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6 Months Contract,No,Mobile Money,345960.0,21605220.0,No,Jinja,Yes,Yes
7876-BEUTG,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,175680.0,2592360.0,No,Kampala,Yes,No
